ID	ALIGNMENT	COGIDS	COGNACY	CONCEPT	CONCEPTICON	DOCULECT	FORM	GLOTTOLOG	LANGUAGE_NAME	LATITUDE	LONGITUDE	PARAMETER_ID	TOKENS	VALUE	NOTE	COGID	MORPHEMES
165	m aːu̯	1841	None	stone	1762	ManLoi	maːw	None	Man Loi	22.636019	97.139264	11_stone	m aːu̯	maːw			
166	m ɛːu̯	1841	None	stone	1762	MengDan	mɛːw	khan1274	Meng Dan	24.296522	98.379886	11_stone	m ɛːu̯	mɛːw			
167	m aːu̯	1841	None	stone	1762	ChuDongGua	maːw	None	Chu Dong Gua	24.330889	98.393125	11_stone	m aːu̯	maːw			
168	m aːu̯	1841	None	stone	1762	XiangZhaiTang	maːw	ruma1248	Xiang Zhai Tang	24.323819	98.556639	11_stone	m aːu̯	maːw			
169	m aːu̯	1841	None	stone	1762	PongNuea	maːw	None	Pong Nuea	20.321525	99.866817	11_stone	m aːu̯	maːw			
170	m au̯	1841	None	stone	1762	NyaungGone	maw	None	Nyaung Gone	20.635025	96.545772	11_stone	m au̯	maw			
171	m au̯	1841	None	stone	1762	NoeLae	maw	None	Noe Lae	19.941803	99.044742	11_stone	m au̯	maw			
172	m au̯	1841	None	stone	1762	BanPaw	maw	None	Ban Paw	21.311225	99.557550	11_stone	m au̯	maw			
173	m aːu̯	1841	None	stone	1762	ChaYeQing	maːw	None	Cha Ye Qing	24.305717	98.463661	11_stone	m aːu̯	maːw			
174	m aːu̯	1841	None	stone	1762	GuangKa	maːw	ruma1248	Guang Ka	24.065714	97.796281	11_stone	m aːu̯	maːw			
175	m aːu̯	1841	None	stone	1762	MangBang	maːw	ruma1248	Mang Bang	24.416392	98.399078	11_stone	m aːu̯	maːw			
176	m aːu̯	1841	None	stone	1762	NanSang	maːw	ruma1248	Nan Sang	24.019728	97.819736	11_stone	m aːu̯	maːw			
177	s u r	1185	None	mountain	639	NamHsan	sur	None	Namhsan	22.965064	97.163239	12_mountain	s u r	sur			
178	s o r	1185	None	mountain	639	KhunHawt	sor	None	Khun Hawt	22.965064	97.163239	12_mountain	s o r	sor			
179	s u r̥	1185	None	mountain	639	HtanHsan	sur̥	None	Htan Hsan	22.675133	97.289942	12_mountain	s u r̥	sur̥			
180	ŋ ɔː t	1183	None	mountain	639	PangKham	ŋɔːt	None	Pangkham	22.672097	97.161167	12_mountain	ŋ ɔː t	ŋɔːt			
181	ŋ au̯ ʔ	1183	None	mountain	639	ManLoi	ŋauɁ	None	Man Loi	22.636019	97.139264	12_mountain	ŋ au̯ ʔ	ŋauɁ			
182	s u l	1185	None	mountain	639	MengDan	sul	khan1274	Meng Dan	24.296522	98.379886	12_mountain	s u l	sul			
183	k ə - + d i/j a ŋ	1183 1184	None	mountain	639	ChuDongGua	kədiaŋ	None	Chu Dong Gua	24.330889	98.393125	12_mountain	k ə + d i/j a ŋ	kədiaŋ			
184	n ɔ n	1183	None	mountain	639	XiangZhaiTang	nɔn	ruma1248	Xiang Zhai Tang	24.323819	98.556639	12_mountain	n ɔ n	nɔn			
185	n ɔː n	1183	None	mountain	639	PongNuea	nɔːn	None	Pong Nuea	20.321525	99.866817	12_mountain	n ɔː n	nɔːn			
186	n ɔ n	1183	None	mountain	639	NyaungGone	nɔn	None	Nyaung Gone	20.635025	96.545772	12_mountain	n ɔ n	nɔn			
187	n ɔ n	1183	None	mountain	639	NoeLae	nɔn	None	Noe Lae	19.941803	99.044742	12_mountain	n ɔ n	nɔn			
188	n ɔ n	1183	None	mountain	639	BanPaw	nɔn	None	Ban Paw	21.311225	99.557550	12_mountain	n ɔ n	nɔn			
189	n oː -	1183	None	mountain	639	ChaYeQing	noː	None	Cha Ye Qing	24.305717	98.463661	12_mountain	n oː	noː			
190	k o ŋ	1183	None	mountain	639	GuangKa	koŋ	ruma1248	Guang Ka	24.065714	97.796281	12_mountain	k o ŋ	koŋ			
191	n ɔː -	1183	None	mountain	639	MangBang	nɔː	ruma1248	Mang Bang	24.416392	98.399078	12_mountain	n ɔː	nɔː			
192	k ɔ ŋ	1183	None	mountain	639	NanSang	kɔŋ	ruma1248	Nan Sang	24.019728	97.819736	12_mountain	k ɔ ŋ	kɔŋ			
193	ɗ ɨ ŋ + h eː -	2018 2017	None	tree	906	NamHsan	ɗɨŋ heː	None	Namhsan	22.965064	97.163239	13_tree	ɗ ɨ ŋ + h eː	ɗɨŋ heː			
194	ɗ ə ŋ + h ei̯ -	2018 2017	None	tree	906	KhunHawt	ɗәŋ hej	None	Khun Hawt	22.965064	97.163239	13_tree	ɗ ə ŋ + h ei̯	ɗәŋ hej			
195	ɗ ɨ ŋ + h ei̯ -	2018 2017	None	tree	906	HtanHsan	ɗɨŋ hej	None	Htan Hsan	22.675133	97.289942	13_tree	ɗ ɨ ŋ + h ei̯	ɗɨŋ hej			
196	h ei̯ -	2017	None	tree	906	PangKham	hej	None	Pangkham	22.672097	97.161167	13_tree	h ei̯	hej			
197	d a ŋ + h eː -	2018 2017	None	tree	906	ManLoi	daŋ heː	None	Man Loi	22.636019	97.139264	13_tree	d a ŋ + h eː	daŋ heː			
198	h i -	2017	None	tree	906	MengDan	hi	khan1274	Meng Dan	24.296522	98.379886	13_tree	h i	hi			
199	h i -	2017	None	tree	906	ChuDongGua	hi	None	Chu Dong Gua	24.330889	98.393125	13_tree	h i	hi			
200	d a ŋ + h ei̯ -	2018 2017	None	tree	906	XiangZhaiTang	daŋhej	ruma1248	Xiang Zhai Tang	24.323819	98.556639	13_tree	d a ŋ + h ei̯	daŋhej			
201	h ei̯ -	2017	None	tree	906	PongNuea	hej	None	Pong Nuea	20.321525	99.866817	13_tree	h ei̯	hej			
202	h e -	2017	None	tree	906	NyaungGone	he	None	Nyaung Gone	20.635025	96.545772	13_tree	h e	he			
203	h e -	2017	None	tree	906	NoeLae	he	None	Noe Lae	19.941803	99.044742	13_tree	h e	he			
204	h e -	2017	None	tree	906	BanPaw	he	None	Ban Paw	21.311225	99.557550	13_tree	h e	he			
205	h ɔːi̯	2017	None	tree	906	ChaYeQing	hɔːj	None	Cha Ye Qing	24.305717	98.463661	13_tree	h ɔːi̯	hɔːj			
206	t a ŋ + h ɔːi̯	2018 2017	None	tree	906	GuangKa	taŋhɔːj	ruma1248	Guang Ka	24.065714	97.796281	13_tree	t a ŋ + h ɔːi̯	taŋhɔːj			 tree
207	t a ŋ + h ɔːi̯	2018 2017	None	tree	906	MangBang	taŋhɔːj	ruma1248	Mang Bang	24.416392	98.399078	13_tree	t a ŋ + h ɔːi̯	taŋhɔːj			
208	t a ŋ + h ɔi̯ -	2018 2017	None	tree	906	NanSang	taŋhɔj	ruma1248	Nan Sang	24.019728	97.819736	13_tree	t a ŋ + h ɔi̯	taŋhɔj			
209	r i/j a h	1538	None	root	670	NamHsan	riah	None	Namhsan	22.965064	97.163239	14_root	r i/j a h	riah			
210	r i/j a h	1538	None	root	670	KhunHawt	riah	None	Khun Hawt	22.965064	97.163239	14_root	r i/j a h	riah			
211	r i/j a h + h ei̯ -	1538 1540	None	root	670	HtanHsan	riah hej	None	Htan Hsan	22.675133	97.289942	14_root	r i/j a h + h ei̯	riah hej			
212	r i/j a h	1538	None	root	670	PangKham	riah	None	Pangkham	22.672097	97.161167	14_root	r i/j a h	riah			
213	r i/j a h + h ei̯ -	1538 1540	None	root	670	ManLoi	riah hej	None	Man Loi	22.636019	97.139264	14_root	r i/j a h + h ei̯	riah hej			
214	r i/j a h + h iː -	1538 1540	None	root	670	MengDan	riah hiː	khan1274	Meng Dan	24.296522	98.379886	14_root	r i/j a h + h iː	riah hiː			
215	r i/j a h + h i -	1538 1540	None	root	670	ChuDongGua	riahhi	None	Chu Dong Gua	24.330889	98.393125	14_root	r i/j a h + h i	riahhi			
216	r i/j a h + h ei̯ -	1538 1540	None	root	670	XiangZhaiTang	riahhej	ruma1248	Xiang Zhai Tang	24.323819	98.556639	14_root	r i/j a h + h ei̯	riahhej			
217	r i/j a h	1538	None	root	670	PongNuea	riah	None	Pong Nuea	20.321525	99.866817	14_root	r i/j a h	riah			
218	r i/j a h	1538	None	root	670	NyaungGone	riah	None	Nyaung Gone	20.635025	96.545772	14_root	r i/j a h	riah			
219	r i/j a h	1538	None	root	670	NoeLae	riah	None	Noe Lae	19.941803	99.044742	14_root	r i/j a h	riah			
220	r i/j a h	1538	None	root	670	BanPaw	riah	None	Ban Paw	21.311225	99.557550	14_root	r i/j a h	riah			
221	ɣ ə h + h ɔi̯ -	1539 1540	None	root	670	ChaYeQing	ɣəhhɔj	None	Cha Ye Qing	24.305717	98.463661	14_root	ɣ ə h + h ɔi̯	ɣəhhɔj			
222	ʐ ə h + h ɔːi̯	1539 2017	None	root	670	GuangKa	ʐəh hɔːj	ruma1248	Guang Ka	24.065714	97.796281	14_root	ʐ ə h + h ɔːi̯	ʐəh hɔːj			 tree
223	ɣ ə h	1539	None	root	670	MangBang	ɣəh	ruma1248	Mang Bang	24.416392	98.399078	14_root	ɣ ə h	ɣəh			
224	r - ə h + h ɔi̯ -	1538 1540	None	root	670	NanSang	rəhhɔj	ruma1248	Nan Sang	24.019728	97.819736	14_root	r ə h + h ɔi̯	rəhhɔj			
225	l̥ aː	1004	None	leaf	628	NamHsan	l̥a:	None	Namhsan	22.965064	97.163239	15_leaf	l̥ aː	l̥a:			
226	l̥ aː + h eːi̯	1004 1005	None	leaf	628	KhunHawt	l̥aː heːj	None	Khun Hawt	22.965064	97.163239	15_leaf	l̥ aː + h eːi̯	l̥aː heːj			
227	l̥ aː	1004	None	leaf	628	HtanHsan	l̥aː	None	Htan Hsan	22.675133	97.289942	15_leaf	l̥ aː	l̥aː			
228	l̥ aː	1004	None	leaf	628	PangKham	l̥aː	None	Pangkham	22.672097	97.161167	15_leaf	l̥ aː	l̥aː			
229	l̥ ɛː	1004	None	leaf	628	ManLoi	l̥ɛː	None	Man Loi	22.636019	97.139264	15_leaf	l̥ ɛː	l̥ɛː			
230	l̥ ɛː + h i -	1004 1005	None	leaf	628	MengDan	l̥ɛː hi	khan1274	Meng Dan	24.296522	98.379886	15_leaf	l̥ ɛː + h i	l̥ɛː hi			
231	l̥ aː + h iː -	1004 1005	None	leaf	628	ChuDongGua	l̥aː hiː	None	Chu Dong Gua	24.330889	98.393125	15_leaf	l̥ aː + h iː	l̥aː hiː			
232	l̥ aː	1004	None	leaf	628	XiangZhaiTang	l̥aː	ruma1248	Xiang Zhai Tang	24.323819	98.556639	15_leaf	l̥ aː	l̥aː			
233	l̥ ɛa	1004	None	leaf	628	PongNuea	l̥ɛa	None	Pong Nuea	20.321525	99.866817	15_leaf	l̥ ɛa	l̥ɛa			
234	l̥ a	1004	None	leaf	628	NyaungGone	l̥a	None	Nyaung Gone	20.635025	96.545772	15_leaf	l̥ a	l̥a			
235	l̥ a	1004	None	leaf	628	NoeLae	l̥a	None	Noe Lae	19.941803	99.044742	15_leaf	l̥ a	l̥a			
236	l̥ a	1004	None	leaf	628	BanPaw	l̥a	None	Ban Paw	21.311225	99.557550	15_leaf	l̥ a	l̥a			
237	l̥ aː	1004	None	leaf	628	ChaYeQing	l̥aː	None	Cha Ye Qing	24.305717	98.463661	15_leaf	l̥ aː	l̥aː			
238	l̥ aː + h ɔːi̯	1004 2017	None	leaf	628	GuangKa	l̥aː hɔːj	ruma1248	Guang Ka	24.065714	97.796281	15_leaf	l̥ aː + h ɔːi̯	l̥aː hɔːj			 tree
239	l̥ aː + h ɔːi̯	1004 1005	None	leaf	628	MangBang	l̥aː hɔːj	ruma1248	Mang Bang	24.416392	98.399078	15_leaf	l̥ aː + h ɔːi̯	l̥aː hɔːj			
240	l̥ aː	1004	None	leaf	628	NanSang	l̥aː	ruma1248	Nan Sang	24.019728	97.819736	15_leaf	l̥ aː	l̥aː			
241	ɓ o h	614	None	flower	239	NamHsan	ɓoh	None	Namhsan	22.965064	97.163239	16_flower	ɓ o h	ɓoh			
242	ɓ o h	614	None	flower	239	KhunHawt	ɓoh	None	Khun Hawt	22.965064	97.163239	16_flower	ɓ o h	ɓoh			
243	ɓ o h	614	None	flower	239	HtanHsan	ɓoh	None	Htan Hsan	22.675133	97.289942	16_flower	ɓ o h	ɓoh			
244	b o h	614	None	flower	239	PangKham	boh	None	Pangkham	22.672097	97.161167	16_flower	b o h	boh			
245	ɓ o h	614	None	flower	239	ManLoi	ɓoh	None	Man Loi	22.636019	97.139264	16_flower	ɓ o h	ɓoh			
246	ɓ o h	614	None	flower	239	MengDan	ɓoh	khan1274	Meng Dan	24.296522	98.379886	16_flower	ɓ o h	ɓoh			
247	ɓ o h	614	None	flower	239	ChuDongGua	ɓoh	None	Chu Dong Gua	24.330889	98.393125	16_flower	ɓ o h	ɓoh			
248	b o h	614	None	flower	239	XiangZhaiTang	boh	ruma1248	Xiang Zhai Tang	24.323819	98.556639	16_flower	b o h	boh			
249	b ou̯ h	614	None	flower	239	PongNuea	bouh	None	Pong Nuea	20.321525	99.866817	16_flower	b ou̯ h	bouh			
250	b ou̯ h	614	None	flower	239	NyaungGone	bouh	None	Nyaung Gone	20.635025	96.545772	16_flower	b ou̯ h	bouh			
251	b ou̯ h	614	None	flower	239	NoeLae	bouh	None	Noe Lae	19.941803	99.044742	16_flower	b ou̯ h	bouh			
252	b ou̯ h	614	None	flower	239	BanPaw	bouh	None	Ban Paw	21.311225	99.557550	16_flower	b ou̯ h	bouh			
253	b o x	614	None	flower	239	ChaYeQing	box	None	Cha Ye Qing	24.305717	98.463661	16_flower	b o x	box			
254	p o h	614	None	flower	239	GuangKa	poh	ruma1248	Guang Ka	24.065714	97.796281	16_flower	p o h	poh			
255	p o h	614	None	flower	239	MangBang	poh	ruma1248	Mang Bang	24.416392	98.399078	16_flower	p o h	poh			
256	p o h	614	None	flower	239	NanSang	poh	ruma1248	Nan Sang	24.019728	97.819736	16_flower	p o h	poh			
257	ɓ l eː -	686	None	fruit	1507	NamHsan	ɓleː	None	Namhsan	22.965064	97.163239	17_fruit	ɓ l eː	ɓleː			
258	p l ei̯ -	686	None	fruit	1507	KhunHawt	plej	None	Khun Hawt	22.965064	97.163239	17_fruit	p l ei̯	plej			
259	ɓ l ei̯ -	686	None	fruit	1507	HtanHsan	ɓlej	None	Htan Hsan	22.675133	97.289942	17_fruit	ɓ l ei̯	ɓlej			
260	b l eː -	686	None	fruit	1507	PangKham	bleː	None	Pangkham	22.672097	97.161167	17_fruit	b l eː	bleː			
261	b l ei̯ -	686	None	fruit	1507	ManLoi	blej	None	Man Loi	22.636019	97.139264	17_fruit	b l ei̯	blej			
262	b l iː -	686	None	fruit	1507	MengDan	bliː	khan1274	Meng Dan	24.296522	98.379886	17_fruit	b l iː	bliː			
263	ɓ l iː -	686	None	fruit	1507	ChuDongGua	ɓliː	None	Chu Dong Gua	24.330889	98.393125	17_fruit	ɓ l iː	ɓliː			
264	b l ei̯ -	686	None	fruit	1507	XiangZhaiTang	blej	ruma1248	Xiang Zhai Tang	24.323819	98.556639	17_fruit	b l ei̯	blej			
265	b l ei̯ -	686	None	fruit	1507	PongNuea	blej	None	Pong Nuea	20.321525	99.866817	17_fruit	b l ei̯	blej			
266	b l e -	686	None	fruit	1507	NyaungGone	ble	None	Nyaung Gone	20.635025	96.545772	17_fruit	b l e	ble			
267	b l e -	686	None	fruit	1507	NoeLae	ble	None	Noe Lae	19.941803	99.044742	17_fruit	b l e	ble			
268	b l e -	686	None	fruit	1507	BanPaw	ble	None	Ban Paw	21.311225	99.557550	17_fruit	b l e	ble			
269	ɓ l ɔːi̯	686	None	fruit	1507	ChaYeQing	ɓlɔːj	None	Cha Ye Qing	24.305717	98.463661	17_fruit	ɓ l ɔːi̯	ɓlɔːj			
270	p l ɔːi̯	686	None	fruit	1507	GuangKa	plɔːj	ruma1248	Guang Ka	24.065714	97.796281	17_fruit	p l ɔːi̯	plɔːj			
271	p l ɔːi̯	686	None	fruit	1507	MangBang	plɔːj	ruma1248	Mang Bang	24.416392	98.399078	17_fruit	p l ɔːi̯	plɔːj			
272	p l ɔːi̯	686	None	fruit	1507	NanSang	plɔːj	ruma1248	Nan Sang	24.019728	97.819736	17_fruit	p l ɔːi̯	plɔːj			
273	k ə r + b - aː n	739 737	None	grass	606	NamHsan	kәrbaːn	None	Namhsan	22.965064	97.163239	18_grass	k ə r + b aː n	kәrbaːn			
274	k ə r + b - aː n	739 737	None	grass	606	KhunHawt	kәrbaːn	None	Khun Hawt	22.965064	97.163239	18_grass	k ə r + b aː n	kәrbaːn			
275	b r ei̯ -	737	None	grass	606	HtanHsan	brej	None	Htan Hsan	22.675133	97.289942	18_grass	b r ei̯	brej			
276	p r ai̯ -	737	None	grass	606	PangKham	praj	None	Pangkham	22.672097	97.161167	18_grass	p r ai̯	praj			
277	p r ai̯ -	737	None	grass	606	ManLoi	praj	None	Man Loi	22.636019	97.139264	18_grass	p r ai̯	praj			
278	p r ai̯ -	737	None	grass	606	MengDan	praj	khan1274	Meng Dan	24.296522	98.379886	18_grass	p r ai̯	praj			
279	ɓ r ai̯ -	737	None	grass	606	ChuDongGua	ɓrai	None	Chu Dong Gua	24.330889	98.393125	18_grass	ɓ r ai̯	ɓrai			
280	p - ə t	737	None	grass	606	XiangZhaiTang	pət	ruma1248	Xiang Zhai Tang	24.323819	98.556639	18_grass	p ə t	pət			
281	p - ə t	737	None	grass	606	PongNuea	pət	None	Pong Nuea	20.321525	99.866817	18_grass	p ə t	pət			
282	p - ə̆ t	737	None	grass	606	NyaungGone	pə̆t	None	Nyaung Gone	20.635025	96.545772	18_grass	p ə̆ t	pə̆t			
283	p - ə̆ t	737	None	grass	606	NoeLae	pə̆t	None	Noe Lae	19.941803	99.044742	18_grass	p ə̆ t	pə̆t			
284	p - ə̆ t	737	None	grass	606	BanPaw	pə̆t	None	Ban Paw	21.311225	99.557550	18_grass	p ə̆ t	pə̆t			
285	b j ai̯	738	None	grass	606	ChaYeQing	bjai	None	Cha Ye Qing	24.305717	98.463661	18_grass	b j ai̯	bjai			
286	b - a t	737	None	grass	606	GuangKa	bat	ruma1248	Guang Ka	24.065714	97.796281	18_grass	b a t	bat			
287	b - ə t	737	None	grass	606	MangBang	bət	ruma1248	Mang Bang	24.416392	98.399078	18_grass	b ə t	bət			
288	b - a t	737	None	grass	606	NanSang	bat	ruma1248	Nan Sang	24.019728	97.819736	18_grass	b a t	bat			
289	tɕ ɛː m	1598	None	salty	1091	NamHsan	ʨɛːm	None	Namhsan	22.965064	97.163239	19_salty	tɕ ɛː m	ʨɛːm			
290	s a ŋ	1597	None	salty	1091	KhunHawt	saŋ	None	Khun Hawt	22.965064	97.163239	19_salty	s a ŋ	saŋ			
291	s ɔ ʔ + s a ŋ	1599 1597	None	salty	1091	HtanHsan	sɔɁ saŋ	None	Htan Hsan	22.675133	97.289942	19_salty	s ɔ ʔ + s a ŋ	sɔɁ saŋ			
292	j ɛː m	1598	None	salty	1091	PangKham	jɛːm	None	Pangkham	22.672097	97.161167	19_salty	j ɛː m	jɛːm			
293	s ɛ ʔ + s a ŋ	1599 1597	None	salty	1091	ManLoi	sɛɁ saŋ	None	Man Loi	22.636019	97.139264	19_salty	s ɛ ʔ + s a ŋ	sɛɁ saŋ			
294	s a ŋ	1597	None	salty	1091	MengDan	saŋ	khan1274	Meng Dan	24.296522	98.379886	19_salty	s a ŋ	saŋ			
295	tɕ eː m	1598	None	salty	1091	ChuDongGua	ʨeːm	None	Chu Dong Gua	24.330889	98.393125	19_salty	tɕ eː m	ʨeːm			
296	s ɛ ʔ + s ɔ ŋ	1599 1597	None	salty	1091	XiangZhaiTang	sɛɁsɔŋ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	19_salty	s ɛ ʔ + s ɔ ŋ	sɛɁsɔŋ			
297	s ɔ ŋ	1597	None	salty	1091	PongNuea	sɔŋ	None	Pong Nuea	20.321525	99.866817	19_salty	s ɔ ŋ	sɔŋ			
298	s ɔ k	1597	None	salty	1091	NyaungGone	sɔk	None	Nyaung Gone	20.635025	96.545772	19_salty	s ɔ k	sɔk			
299	s ɔ ŋ	1597	None	salty	1091	NoeLae	sɔŋ	None	Noe Lae	19.941803	99.044742	19_salty	s ɔ ŋ	sɔŋ			
300	s ɔ ŋ	1597	None	salty	1091	BanPaw	sɔŋ	None	Ban Paw	21.311225	99.557550	19_salty	s ɔ ŋ	sɔŋ			
301	tɕ eː m	1598	None	salty	1091	ChaYeQing	ʨeːm	None	Cha Ye Qing	24.305717	98.463661	19_salty	tɕ eː m	ʨeːm			
302	tɕ ɛː m	1598	None	salty	1091	GuangKa	ʨɛːm	ruma1248	Guang Ka	24.065714	97.796281	19_salty	tɕ ɛː m	ʨɛːm			
303	tɕ eː m	1598	None	salty	1091	MangBang	ʨeːm	ruma1248	Mang Bang	24.416392	98.399078	19_salty	tɕ eː m	ʨeːm			
304	s ɔ ŋ	1597	None	salty	1091	NanSang	sɔŋ	ruma1248	Nan Sang	24.019728	97.819736	19_salty	s ɔ ŋ	sɔŋ			
305	ʔ a - + ʔ o ʔ	340 341	None	dog	2009	NamHsan	ɁaɁoɁ	None	Namhsan	22.965064	97.163239	20_dog	ʔ a + ʔ o ʔ	ɁaɁoɁ			
306	ʔ a - + ʔ o ʔ	340 341	None	dog	2009	KhunHawt	ɁaɁoɁ	None	Khun Hawt	22.965064	97.163239	20_dog	ʔ a + ʔ o ʔ	ɁaɁoɁ			
307	ʔ a - + ʔ o ʔ	340 341	None	dog	2009	HtanHsan	ɁaɁoɁ	None	Htan Hsan	22.675133	97.289942	20_dog	ʔ a + ʔ o ʔ	ɁaɁoɁ			
308	ʔ a - + ʔ o ʔ	340 341	None	dog	2009	PangKham	ɁaɁoɁ	None	Pangkham	22.672097	97.161167	20_dog	ʔ a + ʔ o ʔ	ɁaɁoɁ			
309	ʔ a - + ʔ o ʔ	340 341	None	dog	2009	ManLoi	ɁaɁoɁ	None	Man Loi	22.636019	97.139264	20_dog	ʔ a + ʔ o ʔ	ɁaɁoɁ			
310	ʔ a - + ʔ u ʔ	340 341	None	dog	2009	MengDan	ʔaʔuʔ	khan1274	Meng Dan	24.296522	98.379886	20_dog	ʔ a + ʔ u ʔ	ʔaʔuʔ			
311	ʔ a - + ʔ o ʔ	340 341	None	dog	2009	ChuDongGua	ʔaʔoʔ	None	Chu Dong Gua	24.330889	98.393125	20_dog	ʔ a + ʔ o ʔ	ʔaʔoʔ			
312	s ou̯	340	None	dog	2009	XiangZhaiTang	sow	ruma1248	Xiang Zhai Tang	24.323819	98.556639	20_dog	s ou̯	sow			
313	m a + s ou̯	339 340	None	dog	2009	PongNuea	masow	None	Pong Nuea	20.321525	99.866817	20_dog	m a + s ou̯	masow			
314	m a + s o -	339 340	None	dog	2009	NyaungGone	maso	None	Nyaung Gone	20.635025	96.545772	20_dog	m a + s o	maso			
315	m a + s o -	339 340	None	dog	2009	NoeLae	maso	None	Noe Lae	19.941803	99.044742	20_dog	m a + s o	maso			
316	m a + s o -	1110 340	None	dog	2009	BanPaw	maso	None	Ban Paw	21.311225	99.557550	20_dog	m a + s o	maso			_-prefix/ma ?
317	m a + ʔ o ʔ	339 341	None	dog	2009	ChaYeQing	maʔoʔ	None	Cha Ye Qing	24.305717	98.463661	20_dog	m a + ʔ o ʔ	maʔoʔ			
318	s au̯	340	None	dog	2009	GuangKa	saw	ruma1248	Guang Ka	24.065714	97.796281	20_dog	s au̯	saw			
319	s au̯	340	None	dog	2009	MangBang	saw	ruma1248	Mang Bang	24.416392	98.399078	20_dog	s au̯	saw			
320	s ou̯	340	None	dog	2009	NanSang	sow	ruma1248	Nan Sang	24.019728	97.819736	20_dog	s ou̯	sow			
321	g - a ʔ	88	None	bite	1403	NamHsan	ɡaɁ	None	Namhsan	22.965064	97.163239	21_bite	g a ʔ	ɡaɁ			
322	g - a ʔ	88	None	bite	1403	KhunHawt	ɡaɁ	None	Khun Hawt	22.965064	97.163239	21_bite	g a ʔ	ɡaɁ			
323	g - a ʔ	88	None	bite	1403	HtanHsan	ɡaɁ	None	Htan Hsan	22.675133	97.289942	21_bite	g a ʔ	ɡaɁ			
324	g - a k	88	None	bite	1403	PangKham	ɡak	None	Pangkham	22.672097	97.161167	21_bite	g a k	ɡak			
325	k - a k	88	None	bite	1403	ManLoi	kak	None	Man Loi	22.636019	97.139264	21_bite	k a k	kak			
326	k i/j a ʔ	88	None	bite	1403	MengDan	kiaʔ	khan1274	Meng Dan	24.296522	98.379886	21_bite	k i/j a ʔ	kiaʔ			
327	g - a ʔ	88	None	bite	1403	ChuDongGua	ɡa?	None	Chu Dong Gua	24.330889	98.393125	21_bite	g a ʔ	ɡa?			
328	k - ɔ ʔ	88	None	bite	1403	XiangZhaiTang	kɔɁ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	21_bite	k ɔ ʔ	kɔɁ			
329	k - au̯ ʔ	88	None	bite	1403	PongNuea	kauɁ	None	Pong Nuea	20.321525	99.866817	21_bite	k au̯ ʔ	kauɁ			
330	k - au̯ ʔ	88	None	bite	1403	NyaungGone	kauʔ	None	Nyaung Gone	20.635025	96.545772	21_bite	k au̯ ʔ	kauʔ			
331	k - au̯ ʔ	88	None	bite	1403	NoeLae	kauɁ	None	Noe Lae	19.941803	99.044742	21_bite	k au̯ ʔ	kauɁ			
332	k - au̯ ʔ	88	None	bite	1403	BanPaw	kauɁ	None	Ban Paw	21.311225	99.557550	21_bite	k au̯ ʔ	kauɁ			
333	g - a k	88	None	bite	1403	ChaYeQing	ɡak	None	Cha Ye Qing	24.305717	98.463661	21_bite	g a k	ɡak			
334	g - a k	88	None	bite	1403	GuangKa	ɡak	ruma1248	Guang Ka	24.065714	97.796281	21_bite	g a k	ɡak			
335	g - ɔ k	88	None	bite	1403	MangBang	ɡɔk	ruma1248	Mang Bang	24.416392	98.399078	21_bite	g ɔ k	ɡɔk			
336	k - ɔ k	88	None	bite	1403	NanSang	kɔk	ruma1248	Nan Sang	24.019728	97.819736	21_bite	k ɔ k	kɔk			
337	n u ŋ + k r a ʔ	872 873	None	horn	1393	NamHsan	nuŋ kraɁ	None	Namhsan	22.965064	97.163239	22_horn	n u ŋ + k r a ʔ	nuŋ kraɁ			
338	n ə ŋ	872	None	horn	1393	KhunHawt	nәŋ	None	Khun Hawt	22.965064	97.163239	22_horn	n ə ŋ	nәŋ			
339	n u k	872	None	horn	1393	HtanHsan	nuk	None	Htan Hsan	22.675133	97.289942	22_horn	n u k	nuk			
340	n ɨ ŋ	872	None	horn	1393	PangKham	nɨŋ	None	Pangkham	22.672097	97.161167	22_horn	n ɨ ŋ	nɨŋ			
341	n u ŋ	872	None	horn	1393	ManLoi	nuŋ	None	Man Loi	22.636019	97.139264	22_horn	n u ŋ	nuŋ			
342	n u ŋ	872	None	horn	1393	MengDan	nuŋ	khan1274	Meng Dan	24.296522	98.379886	22_horn	n u ŋ	nuŋ			
343	n u ŋ	872	None	horn	1393	ChuDongGua	nuŋ	None	Chu Dong Gua	24.330889	98.393125	22_horn	n u ŋ	nuŋ			
344	n ɨ ŋ	872	None	horn	1393	XiangZhaiTang	nɨŋ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	22_horn	n ɨ ŋ	nɨŋ			
345	n ɨ ŋ	872	None	horn	1393	PongNuea	nɨŋ	None	Pong Nuea	20.321525	99.866817	22_horn	n ɨ ŋ	nɨŋ			
346	n ɨ k	872	None	horn	1393	NyaungGone	nɨk	None	Nyaung Gone	20.635025	96.545772	22_horn	n ɨ k	nɨk			
347	n ɨ ŋ	872	None	horn	1393	NoeLae	nɨŋ	None	Noe Lae	19.941803	99.044742	22_horn	n ɨ ŋ	nɨŋ			
348	n ɨ ŋ	872	None	horn	1393	BanPaw	nɨŋ	None	Ban Paw	21.311225	99.557550	22_horn	n ɨ ŋ	nɨŋ			
